OBJECTID,REG,DISTRICT,NAME,EMU_NAME,HARVTYPE,AREA_AC,AREA_KM,AREA_MI,DEERWEBPAGE,ELKWEBPAGE,Shape__Area,Shape__Length,GlobalID,MAPLINK
2889,1,103,103,Salish,Variable,927024,3751.53433599,1448.47550516,Coming Soon,Coming Soon,8473086829.94531,474814.750456786,58b9b6b8-774f-4541-8bcf-cc09faeb9f94,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd103.pdf
2890,4,444,444,Golden Triangle,Variable,310559,1256.78855557,485.2487742,Coming Soon,Coming Soon,2758203127.30469,258407.917893192,786948f8-6b4d-4ba9-ae33-71b45d333082,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd444.pdf
2891,4,442,442,Bob Marshall Wilderness Complex,Variable,190644,771.50824493,297.88099874,Coming Soon,Coming Soon,1706692478.52344,244903.986061873,4ff01d12-b884-4c74-8eb7-f1c672c74c88,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd442.pdf
2892,1,100,100,Purcell,Variable,900622,3644.68674465,1407.2214195,Coming Soon,Coming Soon,8370929933.79688,450844.855506157,ff15d296-1684-4dd5-9e18-e9917485bd7f,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd100.pdf
2893,2,293,293,Granite Butte,Variable,284423,1151.01826166,444.41063541,Coming Soon,Coming Soon,2457818152.42969,358670.11822081,b024b34d-1523-45f5-a321-30d81e22b661,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd293.pdf
2894,5,502,502,Mid-Yellowstone,Variable,469333,1899.32471855,733.3333737,Coming Soon,Coming Soon,3858710074.53516,368872.899854465,44d9e5e2-9c98-4502-a2db-02c58501aa78,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd502.pdf
2895,3,319,319,Fleecer,Variable,396943,1606.37264524,620.22394583,Coming Soon,Coming Soon,3322609437.83594,327490.376492716,2548ff43-b4cf-4570-a7be-83701b34090c,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd319.pdf
2896,3,361,361,Gallatin/Madison,Variable,143660,581.37162201,224.4688382,Coming Soon,Coming Soon,1150999976.24219,223484.132320656,ec09ada5-def7-4d9e-9063-e2feb9495beb,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd361.pdf
2897,3,339,339,Granite Butte,Variable,188147,761.40406399,293.97975267,Coming Soon,Coming Soon,1630254508.58594,246175.369767612,3424e2bd-a3d2-4357-9687-df2e0a907dd7,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd339.pdf
2898,4,445,445,Devil's Kitchen,Variable,444905,1800.46859531,695.16481113,Coming Soon,Coming Soon,3890319240.21094,378030.815003732,e14a45c0-afe4-41fc-848a-0d7c7553da20,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd445.pdf
2899,4,412,412,Snowy,Variable,422664,1710.46035217,660.41243416,Coming Soon,Coming Soon,3707049176.82813,348578.623054005,92a4fa94-18d1-412e-bf18-7de3dc90ced0,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd412.pdf
2900,3,311,311,Gallatin/Madison,Variable,339330,1373.21862965,530.20267713,Coming Soon,Coming Soon,2823678753.71875,236921.867572257,91ceab93-78bb-401b-97ba-ebc460ff0672,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd311.pdf
2901,3,380,380,Elkhorn,Variable,668201,2704.11260926,1044.06371551,Coming Soon,Coming Soon,5662320683.85156,428080.119318922,2815e650-65b2-4439-a16b-a0d75288a7b2,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd380.pdf
2902,3,313,313,Northern Yellowstone,Variable,161134,652.08642858,251.77197766,Coming Soon,Coming Soon,1310600068.625,208726.932837205,1ef2f509-ebe6-4055-855a-15426be3e65a,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd313.pdf
2903,3,322,322,Gravelly,Variable,1944845,7870.50890688,3038.82047817,Coming Soon,Coming Soon,15711395680.9375,605753.462620205,885a066f-17b6-4d5f-a0b5-ba5750b185be,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd322.pdf
2904,4,418,418,Little Belts,Variable,307248,1243.38832803,480.07491742,Coming Soon,Coming Soon,2662355697.33594,255699.485094221,3f8ee051-3e19-414c-9870-ac6e6c19fe83,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd418.pdf
2905,4,411,411,Snowy,Variable,754853,3054.78158037,1179.45776221,Coming Soon,Coming Soon,6551703338.50781,475815.47325478,1a8dc05c-a21b-471c-a05d-8292bffd25f9,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd411.pdf
2906,2,284,284,Granite Butte,Variable,10901,44.11389661,17.03247071,Coming Soon,Coming Soon,94742554.296875,60502.4951786628,79ca36e1-29d1-4a13-a1e4-45d9c66c3368,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd284.pdf
2907,6,670,670,Hi-Line,Variable,2638440,10677.38947005,4122.56312252,Coming Soon,Coming Soon,24478054417.3516,925512.983550908,f2560b60-c88a-41ea-96e1-76da0bab4071,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd670.pdf
2908,2,215,215,Deer Lodge,Variable,370344,1498.72833195,578.66224411,Coming Soon,Coming Soon,3144337815.97656,339268.960896608,72c5856f-c634-45d3-8b56-b95e7ac0018f,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd215.pdf
2909,1,124,124,Lower Clark Fork,Variable,83755,338.94539473,130.86754855,Coming Soon,Coming Soon,741582291.492188,170974.753166744,385fbd2b-feb2-40a4-8a8b-6b75e764a82b,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd124.pdf
2910,5,580,580,Crazy Mountain,Variable,721468,2919.67726132,1127.29369299,Coming Soon,Coming Soon,6095791913.95313,467455.573854194,9fd71338-6165-42ad-8f12-715073d7241b,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd580.pdf
2911,6,620,620,Missouri Rivers Breaks,Variable,1120612,4534.9569151,1750.95665405,Coming Soon,Coming Soon,10184798074.2344,489078.427794533,c231a080-cab4-49ca-a55c-b1d6c8ee0915,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd620.pdf
2912,1,101,101,Salish,Variable,515732,2087.09232242,805.83085087,Coming Soon,Coming Soon,4797360444.14063,385523.885595279,f0971e2d-7e62-4265-b71e-ca259f3097f7,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd101.pdf
2913,4,450,450,Teton River,Variable,260385,1053.7417124,406.85194976,Coming Soon,Coming Soon,2331658087.73438,217081.068180422,a60f0aec-7786-4e91-9035-9153cdda101f,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd450.pdf
2914,2,216,216,Rock Creek,Variable,189603,767.29745307,296.25520291,Coming Soon,Coming Soon,1614954067.58594,214735.03322803,26087491-409b-4b9d-90f7-0dee0d0ce3c9,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd216.pdf
2915,3,314,314,Gallatin/Madison,Variable,309175,1251.18675093,483.08590534,Coming Soon,Coming Soon,2538206742.4375,317302.910679956,aa6c2c1b-ae74-47cd-bc92-fa8011a2a07d,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd314.pdf
2916,3,340,340,Highland,Variable,544658,2204.15368202,851.0284945,Coming Soon,Coming Soon,4516263760.5625,329353.673964746,6eeac594-de8b-4ec3-8cc3-b62b7e29dbd1,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd340.pdf
2917,5,525,525,Absaroka,Variable,1043903,4224.52475413,1631.0981266,Coming Soon,Coming Soon,8579029765.84766,693941.555611358,6388e2cc-82ef-46af-af6e-1000d08b38d9,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd525.pdf
2918,3,360,360,Gallatin/Madison,Variable,434100,1756.74233661,678.28200826,Coming Soon,Coming Soon,3528648406.23828,400653.832999355,a6c1c980-d105-476a-80af-405d42e77a9a,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd360.pdf
2919,4,419,419,Golden Triangle,Variable,438734,1775.49285969,685.52162569,Coming Soon,Coming Soon,3846576305.75,382068.919186083,fcc82887-ff92-4261-a26d-2569bc93f292,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd419.pdf
2920,2,291,291,Garnet,Variable,205834,832.98123642,321.61585345,Coming Soon,Coming Soon,1770980262.88281,196547.069141828,5d575461-26d7-48cd-a5b7-1abc933cdab8,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd291.pdf
2921,2,298,298,Garnet,Variable,96987,392.49263574,151.54225389,Coming Soon,Coming Soon,840321277.398438,315428.537208673,2ae472c7-b7d2-4869-bc1e-49dbacb25831,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd298.pdf
2922,3,301,301,Gallatin/Madison,Variable,210216,850.71199349,328.46173703,Coming Soon,Coming Soon,1730047399.27734,265104.307808994,5a672fb2-8c2e-4ecb-9478-06cd626b7bae,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd301.pdf
2923,6,630,630,Missouri Rivers Breaks,Variable,985082,3986.48593917,1539.19082631,Coming Soon,Coming Soon,8926688178.91406,1341128.88247722,c89f4f07-7391-4107-acdb-a746c9c6dd90,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd630.pdf
2924,5,535,535,Snowy,Variable,1769574,7161.21374042,2764.96008332,Coming Soon,Coming Soon,15193252035.0156,758127.367656656,021d0599-ef6c-41b2-90bd-708b4cca3955,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd535.pdf
2925,5,515,515,Mid-Yellowstone,Variable,1613625,6530.10892024,2521.28914995,Coming Soon,Coming Soon,13535686589.5938,512412.850982411,c902dc5b-df65-4f3a-8b6a-839269edb526,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd515.pdf
2926,5,555,555,Mid-Yellowstone,Variable,505811,2046.94389161,790.32945507,Coming Soon,Coming Soon,4109689487.62109,413564.352758008,01a3f216-5833-46fd-8310-b7fc9d536a31,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd555.pdf
2927,3,317,317,Absaroka,Variable,272147,1101.34027811,425.22985872,Coming Soon,Coming Soon,2234534670.19531,313423.157336486,bce56be4-4d8b-4e37-a735-d2c70b07e05b,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd317.pdf
2928,3,329,329,Pioneer,Variable,505668,2046.36638285,790.10647769,Coming Soon,Coming Soon,4108849229.67969,361958.054294886,934df3b9-2ba7-4c20-af89-2b5dbbba40d6,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd329.pdf
2929,2,217,217,Flint Creek,Variable,91173,368.96476392,142.4580918,Coming Soon,Coming Soon,780498813.640625,139582.029334247,448ad851-a306-4331-b2b3-b513e32ce5c6,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd217.pdf
2930,2,282,282,Bob Marshall Wilderness Complex,Variable,26136,105.76861437,40.83749032,Coming Soon,Coming Soon,228152772.703125,81424.9183858652,3d7ca859-f78b-4835-9dc0-5137a0b79746,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd282.pdf
2931,1,141,141,Bob Marshall Wilderness Complex,Variable,216777,877.26372171,338.71341661,Coming Soon,Coming Soon,1976542701.52344,343945.546647141,d387f4ee-d8fc-4db1-a6b5-3be9053d7c56,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd141.pdf
2932,4,417,417,Missouri Rivers Breaks,Variable,623007,2521.22154522,973.4490809,Coming Soon,Coming Soon,5539448164.74219,377389.00152085,a9396e10-fc21-40d1-8835-808eb81c4795,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd417.pdf
2933,4,446,446,East Big Belt,Variable,379802,1537.00494992,593.44092893,Coming Soon,Coming Soon,3267571924.14844,405299.468937085,19f16475-d42a-466c-b4c6-5cdda09eaf47,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd446.pdf
2934,4,420,420,Little Belts,Variable,49506,200.34306546,77.35289003,Coming Soon,Coming Soon,429939266.507813,107124.871328015,13250281-e64c-4abb-b641-6117f9e12931,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd420.pdf
2935,4,422,422,Bob Marshall Wilderness Complex,Variable,310176,1255.23752356,484.64991739,Coming Soon,Coming Soon,2732595235.78125,285752.973295619,159cc90e-b799-48b8-a3cd-ddea63591ddc,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd422.pdf
2936,6,652,652,Hi-Line,Variable,184699,747.44875997,288.59157966,Coming Soon,Coming Soon,1647963916.85938,722802.172697997,907c24a8-6549-4ee7-bcb0-7124e5c1edbd,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd652.pdf
2937,4,415,415,Bob Marshall Wilderness Complex,Variable,132176,534.89634651,206.52463401,Coming Soon,Coming Soon,1206599631.00781,169167.420191879,936245a1-cf73-43d7-b7b3-732443af55fd,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd415.pdf
2938,6,640,640,Hi-Line,Variable,2391817,9679.33843854,3737.21346487,Coming Soon,Coming Soon,22201174557.8359,1019837.93456696,49ebb9e6-e466-4fc0-a81b-dad26bb25c6b,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd640.pdf
2939,7,705,705,Custer Forest,Variable,3947231,15973.87751121,6167.54858817,Coming Soon,Coming Soon,32686304698.4063,867377.626608551,14dd8065-1973-4400-9614-9bde692a3ad3,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd705.pdf
2940,6,621,621,Missouri Rivers Breaks,Variable,515626,2086.66416733,805.66553927,Coming Soon,Coming Soon,4621054114.24219,500353.048499546,59254d24-3267-446b-a620-a9a0d201eb8a,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd621.pdf
2941,4,413,413,Little Belts,Variable,877483,3551.04577611,1371.06643942,Coming Soon,Coming Soon,7689038823.19531,533648.032883892,ec12c68b-ee58-4a18-b6fd-ef3874465dd0,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd413.pdf
2942,3,392,392,Big Belt,Variable,160457,649.3452784,250.71361366,Coming Soon,Coming Soon,1385105750.20313,213604.765771776,a87fb592-b2ab-4a80-ae33-a9ef6dba8f3d,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd392.pdf
2943,4,426,426,Missouri Rivers Breaks,Variable,467513,1891.95651887,730.4884959,Coming Soon,Coming Soon,4141677366.46094,411427.612315616,4909cb0b-5a6e-400c-b6fa-e1ec5b9753c9,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd426.pdf
2944,1,123,123,Lower Clark Fork,Variable,155886,630.84889166,243.57211881,Coming Soon,Coming Soon,1385421286.03125,211974.030397639,5de5373a-2206-49df-8c76-84654991836b,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd123.pdf
2945,3,335,335,Deer Lodge,Variable,139142,563.0867149,217.4089961,Coming Soon,Coming Soon,1188049841.82031,168394.401575655,71aa46a1-bc8d-4db8-8dd8-1bce4487607c,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd335.pdf
2946,3,343,343,Granite Butte,Variable,157138,635.91560495,245.52838775,Coming Soon,Coming Soon,1356225237.39063,254580.059123686,99fb685b-3eb7-469a-b914-b7f546519995,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd343.pdf
2947,3,321,321,Sapphire,Variable,503557,2037.82246559,786.80765279,Coming Soon,Coming Soon,4159466451.29688,394727.791263642,fb6f4970-d329-4294-93c4-cb00331867eb,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd321.pdf
2948,3,312,312,Bridger,Variable,316815,1282.1062027,495.02397241,Coming Soon,Coming Soon,2651941135.67188,294295.824385421,d45c463e-2399-4a83-b810-45e95605cd80,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd312.pdf
2949,3,310,310,Gallatin/Madison,Variable,200780,812.52666675,313.71829995,Coming Soon,Coming Soon,1629815246.19922,213840.856433428,a3728c48-7124-49b0-91e0-8d90a128692a,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd310.pdf
2950,2,200,200,Lower Clark Fork,Variable,152000,615.12045274,237.4993346,Coming Soon,Coming Soon,1343359920.24219,261328.142189652,da1e7eef-355d-44e3-bab0-aff0b6d9f613,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd200.pdf
2951,3,388,388,Granite Butte,Variable,125263,506.92117465,195.72335977,Coming Soon,Coming Soon,1076656840.50781,208286.854867344,21bbade3-0c52-4589-8ba5-361fca47685c,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd388.pdf
2952,2,202,202,Lower Clark Fork,Variable,614049,2484.96872395,959.45178835,Coming Soon,Coming Soon,5350161877.78906,590570.765457063,98d8c492-ca16-4af9-96e9-3f61a1e08433,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd202.pdf
2953,2,240,240,Bitterroot,Variable,429757,1739.16555646,671.4955755,Coming Soon,Coming Soon,3642132625.82031,379904.862810946,ac89abc1-0f08-4a67-a91f-4e86a2220f59,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd240.pdf
2954,6,600,600,Hi-Line,Variable,1959118,7928.26941562,3061.12193527,Coming Soon,Coming Soon,18254454460.7578,670469.396873266,2d39ed60-7725-46c1-84be-f760ce469669,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd600.pdf
2955,2,280,280,Bob Marshall Wilderness Complex,Variable,194951,788.94033312,304.61156562,Coming Soon,Coming Soon,1710729077.07031,304635.771647973,facb145a-0342-4517-8137-d3c4010e8bfa,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd280.pdf
2956,2,281,281,Bob Marshall Wilderness Complex,Variable,242333,980.68766978,378.64562621,Coming Soon,Coming Soon,2114473489.60938,280382.449642172,af7c20af-b1fe-4a40-a0f6-f77e511a4423,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd281.pdf
2957,2,285,285,Bob Marshall Wilderness Complex,Variable,423419,1713.51686809,661.59256155,Coming Soon,Coming Soon,3704874527.40625,433111.001767364,78ef2f24-b233-45af-bc0a-33cdfbdcd191,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd285.pdf
2958,2,210,210,Rock Creek,Variable,312492,1264.61043643,488.26881928,Coming Soon,Coming Soon,2671948616.65625,279001.354733042,f54d2d19-a8fd-4536-bfe3-4df97d8ad1a4,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd210.pdf
2959,2,211,211,Sapphire,Variable,260612,1054.65915154,407.20617499,Coming Soon,Coming Soon,2195701094.61719,257338.22966375,eb99c0fd-92f4-488e-9acc-63934efc755e,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd211.pdf
2960,2,262,262,Bitterroot,Variable,79845,323.12027932,124.75743733,Coming Soon,Coming Soon,681061229.078125,244456.6494951,c9910eab-687a-484b-a326-f24e5fa93c3c,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd262.pdf
2961,4,410,410,Missouri Rivers Breaks,Variable,1019550,4125.97306034,1593.04710489,Coming Soon,Coming Soon,8979861124.82813,540629.461724083,b2071c5a-9f9c-4dfd-ba6c-0f06baba7f24,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd410.pdf
2962,4,425,425,Bob Marshall Wilderness Complex,Variable,91417,369.95238573,142.83941471,Coming Soon,Coming Soon,812455653.273438,140262.903577768,48ae4a18-0d12-43f7-91ad-dedf47058f34,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd425.pdf
2963,4,471,471,Golden Triangle,Variable,481745,1949.55328085,752.72673003,Coming Soon,Coming Soon,4313822070.02344,443557.898650408,260bec05-65fe-4a3b-9ccd-0b43a8c34b61,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/hdmaps/deerelk/deerelkhd471.pdf
